Day 5,Irradiance(W/m²),,,,,,
,Actual,,SVR,,LSTM,,ANN-GA
0,0,0,0,0,0,0,0
5.32148977591243,0,5.1457984234486,0,5.16177036458168,0,5.16177036458168,0
6.71104865449001,202.064510367206,6.00828324463468,59.7279073575162,6.0561990680339,29.9554946935982,6.63118894882462,195.539050057306
8.78740100178983,668.634922525044,7.22215077074842,326.456097524671,7.22215077074842,308.103240403078,8.54782188479369,623.772382894482
10.0172404690367,917.825938109343,8.611709649326,655.584001905244,8.9950362365198,676.38390664305,10.0172404690367,871.739874670676
10.8797252902227,997.762826905616,10.8797252902227,975.331557090335,10.1609879392343,841.967462006758,11.0554166426866,961.872795201167
11.9179014638726,1002.24908086867,11.566518758945,906.766890433592,10.8956972313558,858.249557179644,11.9338734050057,950.861080928211
12.7963582261918,939.849366655255,13.483151694914,810.971525534733,11.9338734050057,886.830001637319,12.9560776375226,837.88904931307
14.0102257523055,726.548382775404,14.8727105734916,499.788637006386,13.7067588707771,744.08555735826,14.4414681628986,578.909843263921
15.7511673358108,295.460161052647,16.2622694520692,153.123558042957,14.5852156330963,586.250986112558,15.7511673358108,308.103240403078
16.6136521569969,99.6963517556526,18.0032110355744,0,15.6074198656131,300.762097554441,16.7893435094607,90.3160025601716
17.8275196831106,0,18.0032110355744,0,16.7893435094607,60.1357486268848,17.8115477419775,0
22.977,0,22.977,0,17.8115477419775,0,22.977,0
,,,,22.977,0,,
