Day 6,Irradiance(W/m²),,,,,,
,Actual,,SVR,,LSTM,,ANN-GA
0,0,0,0,0,0,0,0
5.08150589054512,0,4.90581453808129,0,4.96970230261359,0,4.96970230261359,0
6.11968206419503,46.2691454683477,6.11968206419503,37.7044788116041,6.0078784762635,37.7044788116041,6.29537341665886,41.3750502359228
7.173830178978,215.523272256374,7.34952153144185,335.428605450784,7.47729706050646,360.714764151646,7.62104453070413,323.193367369722
9.25018252627784,726.548382775404,8.56338905755557,615.615557507108,9.37795805534243,672.713335218731,8.9467156447494,650.28206540345
10.128639288597,890.908414331006,10.3043306410608,908.853430183231,11.0070960509161,849.308604855395,9.96891987726623,860.72816039772
10.9911241097831,979.817811053391,10.9911241097831,890.766890433592,11.8855528132353,883.159430213,10.8633485807185,950.861080928211
11.8536089309692,979.817811053391,11.8536089309692,948.821874581367,12.7640095755545,819.308604855395,11.7418053430376,927.190509503892
12.9077570457521,899.880922257119,12.9077570457521,841.967462006758,13.9459332194021,751.426700206898,13.0674764570829,826.877335040114
13.5945505144744,579.725525802658,14.8084180405881,401.906732357888,14.8243899817212,465.93781164878,13.6584382790067,661.293779676406
14.2973159243297,379.883303811976,17.7632271502071,0,15.8625661553711,248.150573805873,14.6806425115235,349.295208609321
16.3736682716295,104.182605718708,22.977,0,17.7632271502071,0,15.2716043334473,221.640891296905
16.7250509765572,28.731970885492,,,22.977,0,16.2938085659642,93.9865739844902
22.977,0,,,--,--,17.7632271502071,0
,,,,,,22.977,0
